odd_home,odd_away,score_home,score_away
73.29,30.81,111,101
33.63,69.69,122,121
57.50,46.36,99,113
38.75,65.21,121,114
72.37,32.76,121,107
32.74,71.13,113,107
73.45,30.65,113,107
54.83,50.00,109,116
81.35,22.82,125,99
64.62,41.45,116,117
69.07,36.84,120,117
71.07,34.91,99,96
42.88,64.27,113,114
72.08,35.32,129,96
42.01,64.05,89,113
57.87,47.25,127,113
51.34,52.45,103,105
62.48,42.35,119,83
62.80,43.32,105,117
50.31,58.43,107,113
67.72,35.54,105,125
51.32,54.95,105,113
78.69,26.26,127,129
60.41,44.26,128,106
56.89,49.44,128,106
68.78,37.15,115,123
72.85,31.97,86,97
69.58,35.03,126,95
38.23,67.75,107,112
50.34,57.29,103,124
65.66,39.02,100,93
63.51,41.34,114,113
58.00,46.70,112,98
70.16,34.38,108,99
44.54,60.67,111,92
66.04,42.49,112,128
55.26,52.59,104,123
44.80,59.99,109,112
57.17,49.00,92,114
29.74,75.31,116,106
64.05,40.82,106,121
33.01,71.54,131,106
40.47,64.23,104,91
57.73,50.09,99,91
76.88,28.00,119,114
71.19,34.82,116,107
47.77,57.67,119,105
38.33,66.67,107,105
67.59,37.23,102,112
62.06,43.28,105,107
32.09,73.10,100,111
33.78,71.35,107,104
75.86,29.52,108,121
70.85,33.76,127,102
27.64,77.03,87,81
67.90,37.93,104,125
74.04,30.85,112,116
53.62,54.20,84,90
